method,seed,task_idx,support_size,count
AMSC-shuffled,88,21,3,14
AMSC-shuffled,88,21,4,12
AMSC-shuffled,88,21,5,10
AMSC-shuffled,88,22,2,33
AMSC-shuffled,88,22,3,67
AMSC-shuffled,88,23,3,100
AMSC-shuffled,88,24,2,38
AMSC-shuffled,88,24,3,62
AMSC-shuffled,88,25,2,99
AMSC-shuffled,88,25,4,1
AMSC-shuffled,88,26,3,72
AMSC-shuffled,88,26,4,28
AMSC-shuffled,88,27,4,100
AMSC-shuffled,89,1,1,100
AMSC-shuffled,89,2,1,100
AMSC-shuffled,89,3,1,100
AMSC-shuffled,89,4,1,100
AMSC-shuffled,89,5,1,100
AMSC-shuffled,89,6,1,100
AMSC-shuffled,89,7,1,100
AMSC-shuffled,89,8,2,100
AMSC-shuffled,89,9,2,100
AMSC-shuffled,89,10,2,100
AMSC-shuffled,89,11,2,100
AMSC-shuffled,89,12,3,100
AMSC-shuffled,89,13,2,58
AMSC-shuffled,89,13,3,42
AMSC-shuffled,89,14,2,1
AMSC-shuffled,89,14,3,99
AMSC-shuffled,89,15,2,34
AMSC-shuffled,89,15,3,66
AMSC-shuffled,89,16,2,5
AMSC-shuffled,89,16,3,24
AMSC-shuffled,89,16,4,71
AMSC-shuffled,89,17,2,94
AMSC-shuffled,89,17,3,6
AMSC-shuffled,89,18,1,44
AMSC-shuffled,89,18,2,18
AMSC-shuffled,89,18,3,21
AMSC-shuffled,89,18,4,17
AMSC-shuffled,89,19,2,98
AMSC-shuffled,89,19,3,2
AMSC-shuffled,89,20,4,42
AMSC-shuffled,89,20,5,58
AMSC-shuffled,89,21,3,100
AMSC-shuffled,89,22,2,99
AMSC-shuffled,89,22,3,1
AMSC-shuffled,89,23,3,100
AMSC-shuffled,89,24,4,30
AMSC-shuffled,89,24,5,50
AMSC-shuffled,89,24,6,20
AMSC-shuffled,89,25,4,100
AMSC-shuffled,89,26,3,97
AMSC-shuffled,89,26,4,3
AMSC-shuffled,89,27,4,100
AMSC-shuffled,90,1,1,100
AMSC-shuffled,90,2,1,100
AMSC-shuffled,90,3,1,100
AMSC-shuffled,90,4,1,100
AMSC-shuffled,90,5,1,100
AMSC-shuffled,90,6,1,100
AMSC-shuffled,90,7,1,100
AMSC-shuffled,90,8,2,100
AMSC-shuffled,90,9,2,100
AMSC-shuffled,90,10,2,100
AMSC-shuffled,90,11,2,100
AMSC-shuffled,90,12,2,1
AMSC-shuffled,90,12,3,99
AMSC-shuffled,90,13,3,100
AMSC-shuffled,90,14,2,14
AMSC-shuffled,90,14,3,86
AMSC-shuffled,90,15,2,95
AMSC-shuffled,90,15,3,5
AMSC-shuffled,90,16,3,19
AMSC-shuffled,90,16,4,81
AMSC-shuffled,90,17,2,100
AMSC-shuffled,90,18,2,98
AMSC-shuffled,90,18,3,2
AMSC-shuffled,90,19,3,100
AMSC-shuffled,90,20,1,8
AMSC-shuffled,90,20,2,46
AMSC-shuffled,90,20,3,8
AMSC-shuffled,90,20,4,22
AMSC-shuffled,90,20,5,16
AMSC-shuffled,90,21,2,95
AMSC-shuffled,90,21,3,5
AMSC-shuffled,90,22,3,100
AMSC-shuffled,90,23,4,100
AMSC-shuffled,90,24,2,55
AMSC-shuffled,90,24,3,1
AMSC-shuffled,90,24,4,11
AMSC-shuffled,90,24,5,28
AMSC-shuffled,90,24,6,5
AMSC-shuffled,90,25,3,100
AMSC-shuffled,90,26,4,99
AMSC-shuffled,90,26,5,1
AMSC-shuffled,90,27,5,100
AMSC-shuffled,91,1,1,100
AMSC-shuffled,91,2,1,100
AMSC-shuffled,91,3,1,100
AMSC-shuffled,91,4,1,100
AMSC-shuffled,91,5,1,100
AMSC-shuffled,91,6,1,100
AMSC-shuffled,91,7,1,100
AMSC-shuffled,91,8,2,100
AMSC-shuffled,91,9,2,100
AMSC-shuffled,91,10,2,100
AMSC-shuffled,91,11,2,100
AMSC-shuffled,91,12,3,100
AMSC-shuffled,91,13,2,53
AMSC-shuffled,91,13,3,47
AMSC-shuffled,91,14,2,30
AMSC-shuffled,91,14,3,70
AMSC-shuffled,91,15,2,2
AMSC-shuffled,91,15,3,98
AMSC-shuffled,91,16,3,26
AMSC-shuffled,91,16,4,74
AMSC-shuffled,91,17,2,100
AMSC-shuffled,91,18,2,6
AMSC-shuffled,91,18,3,40
AMSC-shuffled,91,18,4,54
AMSC-shuffled,91,19,3,100
AMSC-shuffled,91,20,3,6
AMSC-shuffled,91,20,4,76
AMSC-shuffled,91,20,5,18
AMSC-shuffled,91,21,3,100
AMSC-shuffled,91,22,1,33
AMSC-shuffled,91,22,2,14
AMSC-shuffled,91,22,3,53
AMSC-shuffled,91,23,3,81
AMSC-shuffled,91,23,4,19
AMSC-shuffled,91,24,4,1
AMSC-shuffled,91,24,5,29
AMSC-shuffled,91,24,6,70
AMSC-shuffled,91,25,3,17
AMSC-shuffled,91,25,4,83
AMSC-shuffled,91,26,2,70
AMSC-shuffled,91,26,3,5
AMSC-shuffled,91,26,4,25
AMSC-shuffled,91,27,4,100
AMSC-shuffled,92,1,1,100
AMSC-shuffled,92,2,1,100
AMSC-shuffled,92,3,1,100
AMSC-shuffled,92,4,1,100
AMSC-shuffled,92,5,1,100
AMSC-shuffled,92,6,1,100
AMSC-shuffled,92,7,1,100
AMSC-shuffled,92,8,2,100
AMSC-shuffled,92,9,2,100
AMSC-shuffled,92,10,2,100
AMSC-shuffled,92,11,2,100
AMSC-shuffled,92,12,3,100
AMSC-shuffled,92,13,1,84
AMSC-shuffled,92,13,2,11
AMSC-shuffled,92,13,3,5
AMSC-shuffled,92,14,3,100
AMSC-shuffled,92,15,2,1
AMSC-shuffled,92,15,3,99
AMSC-shuffled,92,16,2,6
AMSC-shuffled,92,16,3,33
AMSC-shuffled,92,16,4,61
AMSC-shuffled,92,17,2,100
AMSC-shuffled,92,18,2,1
AMSC-shuffled,92,18,3,80
AMSC-shuffled,92,18,4,19
AMSC-shuffled,92,19,2,99
AMSC-shuffled,92,19,3,1
AMSC-shuffled,92,20,3,3
AMSC-shuffled,92,20,4,70
AMSC-shuffled,92,20,5,27
AMSC-shuffled,92,21,3,99
AMSC-shuffled,92,21,4,1
AMSC-shuffled,92,22,2,89
AMSC-shuffled,92,22,3,8
AMSC-shuffled,92,22,4,3
AMSC-shuffled,92,23,3,100
AMSC-shuffled,92,24,2,1
AMSC-shuffled,92,24,3,33
AMSC-shuffled,92,24,4,56
AMSC-shuffled,92,24,5,6
AMSC-shuffled,92,24,6,4
AMSC-shuffled,92,25,4,100
AMSC-shuffled,92,26,2,39
AMSC-shuffled,92,26,3,61
AMSC-shuffled,92,27,4,100
